Reach,River Sta,Profile,Q Total (cfs),W.S. Elev (ft)
Junction - TC F,8087.76,50 Yr 24 Hr,7083.8,840
Junction - TC F,8087.76,100 Yr 24 Hr,9652.4,840.5
Junction - TC F,8087.76,200 Yr 24 Hr,12829.2,841.04
Junction - TC F,8087.76,500 Yr 24 Hr,17570.1,841.75
Junction - TC F,7912.54*,2 Yr 24 Hr,1260.6,837.59
Junction - TC F,7912.54*,5 Yr 24 Hr,2191.1,838.01
Junction - TC F,7912.54*,10 Yr 24 Hr,3029.6,838.33
Junction - TC F,7912.54*,25 Yr 24 Hr,4924.8,838.96
Junction - TC F,7912.54*,50 Yr 24 Hr,7083.8,839.44
Junction - TC F,7912.54*,100 Yr 24 Hr,9652.4,839.95
Junction - TC F,7912.54*,200 Yr 24 Hr,12829.2,840.5
Junction - TC F,7912.54*,500 Yr 24 Hr,17570.1,841.2
Junction - TC F,7737.31*,2 Yr 24 Hr,1260.6,836.96
Junction - TC F,7737.31*,5 Yr 24 Hr,2191.1,837.43
Junction - TC F,7737.31*,10 Yr 24 Hr,3029.6,837.78
Junction - TC F,7737.31*,25 Yr 24 Hr,4924.8,838.39
Junction - TC F,7737.31*,50 Yr 24 Hr,7083.8,838.88
Junction - TC F,7737.31*,100 Yr 24 Hr,9652.4,839.39
Junction - TC F,7737.31*,200 Yr 24 Hr,12829.2,839.95
Junction - TC F,7737.31*,500 Yr 24 Hr,17570.1,840.64
Junction - TC F,7562.09*,2 Yr 24 Hr,1260.6,836.28
Junction - TC F,7562.09*,5 Yr 24 Hr,2191.1,836.83
Junction - TC F,7562.09*,10 Yr 24 Hr,3029.6,837.19
Junction - TC F,7562.09*,25 Yr 24 Hr,4924.8,837.8
Junction - TC F,7562.09*,50 Yr 24 Hr,7083.8,838.31
Junction - TC F,7562.09*,100 Yr 24 Hr,9652.4,838.84
Junction - TC F,7562.09*,200 Yr 24 Hr,12829.2,839.38
Junction - TC F,7562.09*,500 Yr 24 Hr,17570.1,840.06
Junction - TC F,7386.87*,2 Yr 24 Hr,1260.6,835.57
Junction - TC F,7386.87*,5 Yr 24 Hr,2191.1,836.2
Junction - TC F,7386.87*,10 Yr 24 Hr,3029.6,836.59
Junction - TC F,7386.87*,25 Yr 24 Hr,4924.8,837.19
Junction - TC F,7386.87*,50 Yr 24 Hr,7083.8,837.72
Junction - TC F,7386.87*,100 Yr 24 Hr,9652.4,838.27
Junction - TC F,7386.87*,200 Yr 24 Hr,12829.2,838.79
Junction - TC F,7386.87*,500 Yr 24 Hr,17570.1,839.45
Junction - TC F,7211.64*,2 Yr 24 Hr,1260.6,834.85
Junction - TC F,7211.64*,5 Yr 24 Hr,2191.1,835.54
Junction - TC F,7211.64*,10 Yr 24 Hr,3029.6,835.95
Junction - TC F,7211.64*,25 Yr 24 Hr,4924.8,836.56
Junction - TC F,7211.64*,50 Yr 24 Hr,7083.8,837.1
Junction - TC F,7211.64*,100 Yr 24 Hr,9652.4,837.64
Junction - TC F,7211.64*,200 Yr 24 Hr,12829.2,838.14
Junction - TC F,7211.64*,500 Yr 24 Hr,17570.1,838.79
Junction - TC F,7036.42,2 Yr 24 Hr,1260.6,834.18
Junction - TC F,7036.42,5 Yr 24 Hr,2191.1,834.83
Junction - TC F,7036.42,10 Yr 24 Hr,3029.6,835.24
Junction - TC F,7036.42,25 Yr 24 Hr,4924.8,835.85
Junction - TC F,7036.42,50 Yr 24 Hr,7083.8,836.41
Junction - TC F,7036.42,100 Yr 24 Hr,9652.4,836.95
Junction - TC F,7036.42,200 Yr 24 Hr,12829.2,837.46
Junction - TC F,7036.42,500 Yr 24 Hr,17570.1,838.12
Junction - TC F,6843.85*,2 Yr 24 Hr,1260.6,833.43
Junction - TC F,6843.85*,5 Yr 24 Hr,2191.1,834.01
Junction - TC F,6843.85*,10 Yr 24 Hr,3029.6,834.38
Junction - TC F,6843.85*,25 Yr 24 Hr,4924.8,834.99
Junction - TC F,6843.85*,50 Yr 24 Hr,7083.8,835.6
Junction - TC F,6843.85*,100 Yr 24 Hr,9652.4,836.15
Junction - TC F,6843.85*,200 Yr 24 Hr,12829.2,836.69
Junction - TC F,6843.85*,500 Yr 24 Hr,17570.1,837.37
Junction - TC F,6651.28*,2 Yr 24 Hr,1260.6,832.54
Junction - TC F,6651.28*,5 Yr 24 Hr,2191.1,833.1
Junction - TC F,6651.28*,10 Yr 24 Hr,3029.6,833.47
Junction - TC F,6651.28*,25 Yr 24 Hr,4924.8,834.12
Junction - TC F,6651.28*,50 Yr 24 Hr,7083.8,834.76
Junction - TC F,6651.28*,100 Yr 24 Hr,9652.4,835.32
Junction - TC F,6651.28*,200 Yr 24 Hr,12829.2,835.89
Junction - TC F,6651.28*,500 Yr 24 Hr,17570.1,836.59
Junction - TC F,6458.71*,2 Yr 24 Hr,1260.6,831.57
Junction - TC F,6458.71*,5 Yr 24 Hr,2191.1,832.13
Junction - TC F,6458.71*,10 Yr 24 Hr,3029.6,832.5
Junction - TC F,6458.71*,25 Yr 24 Hr,4924.8,833.18
Junction - TC F,6458.71*,50 Yr 24 Hr,7083.8,833.83
Junction - TC F,6458.71*,100 Yr 24 Hr,9652.4,834.47
Junction - TC F,6458.71*,200 Yr 24 Hr,12829.2,835.06
Junction - TC F,6458.71*,500 Yr 24 Hr,17570.1,835.78
Junction - TC F,6266.14*,2 Yr 24 Hr,1260.6,830.56
Junction - TC F,6266.14*,5 Yr 24 Hr,2191.1,831.13
Junction - TC F,6266.14*,10 Yr 24 Hr,3029.6,831.5
Junction - TC F,6266.14*,25 Yr 24 Hr,4924.8,832.19
Junction - TC F,6266.14*,50 Yr 24 Hr,7083.8,832.83
Junction - TC F,6266.14*,100 Yr 24 Hr,9652.4,833.52
Junction - TC F,6266.14*,200 Yr 24 Hr,12829.2,834.2
Junction - TC F,6266.14*,500 Yr 24 Hr,17570.1,834.9
Junction - TC F,6073.57,2 Yr 24 Hr,1260.6,829.61
Junction - TC F,6073.57,5 Yr 24 Hr,2191.1,830.17
Junction - TC F,6073.57,10 Yr 24 Hr,3029.6,830.54
Junction - TC F,6073.57,25 Yr 24 Hr,4924.8,831.24
Junction - TC F,6073.57,50 Yr 24 Hr,7083.8,831.87
Junction - TC F,6073.57,100 Yr 24 Hr,9652.4,832.58
Junction - TC F,6073.57,200 Yr 24 Hr,12829.2,833.21
Junction - TC F,6073.57,500 Yr 24 Hr,17570.1,833.88
Junction - TC F,5905.92*,2 Yr 24 Hr,1260.6,828.81
Junction - TC F,5905.92*,5 Yr 24 Hr,2191.1,829.35
Junction - TC F,5905.92*,10 Yr 24 Hr,3029.6,829.74
Junction - TC F,5905.92*,25 Yr 24 Hr,4924.8,830.44
Junction - TC F,5905.92*,50 Yr 24 Hr,7083.8,831.06
Junction - TC F,5905.92*,100 Yr 24 Hr,9652.4,831.77
Junction - TC F,5905.92*,200 Yr 24 Hr,12829.2,832.3
Junction - TC F,5905.92*,500 Yr 24 Hr,17570.1,832.96
Junction - TC F,5738.26*,2 Yr 24 Hr,1260.6,827.98
Junction - TC F,5738.26*,5 Yr 24 Hr,2191.1,828.55
Junction - TC F,5738.26*,10 Yr 24 Hr,3029.6,828.94
Junction - TC F,5738.26*,25 Yr 24 Hr,4924.8,829.64
Junction - TC F,5738.26*,50 Yr 24 Hr,7083.8,830.28
Junction - TC F,5738.26*,100 Yr 24 Hr,9652.4,830.86
Junction - TC F,5738.26*,200 Yr 24 Hr,12829.2,831.38
Junction - TC F,5738.26*,500 Yr 24 Hr,17570.1,832.02
Junction - TC F,5570.61*,2 Yr 24 Hr,1260.6,827.16
Junction - TC F,5570.61*,5 Yr 24 Hr,2191.1,827.75
Junction - TC F,5570.61*,10 Yr 24 Hr,3029.6,828.14
Junction - TC F,5570.61*,25 Yr 24 Hr,4924.8,828.86
Junction - TC F,5570.61*,50 Yr 24 Hr,7083.8,829.45
Junction - TC F,5570.61*,100 Yr 24 Hr,9652.4,829.94
Junction - TC F,5570.61*,200 Yr 24 Hr,12829.2,830.43
Junction - TC F,5570.61*,500 Yr 24 Hr,17570.1,831.05
Junction - TC F,5402.95*,2 Yr 24 Hr,1260.6,826.35
Junction - TC F,5402.95*,5 Yr 24 Hr,2191.1,826.95
Junction - TC F,5402.95*,10 Yr 24 Hr,3029.6,827.34
Junction - TC F,5402.95*,25 Yr 24 Hr,4924.8,828.03
Junction - TC F,5402.95*,50 Yr 24 Hr,7083.8,828.53
Junction - TC F,5402.95*,100 Yr 24 Hr,9652.4,828.99
Junction - TC F,5402.95*,200 Yr 24 Hr,12829.2,829.46
Junction - TC F,5402.95*,500 Yr 24 Hr,17570.1,830.08
Junction - TC F,5235.30*,2 Yr 24 Hr,1260.6,825.55
Junction - TC F,5235.30*,5 Yr 24 Hr,2191.1,826.14
Junction - TC F,5235.30*,10 Yr 24 Hr,3029.6,826.55
Junction - TC F,5235.30*,25 Yr 24 Hr,4924.8,827.11
Junction - TC F,5235.30*,50 Yr 24 Hr,7083.8,827.6
Junction - TC F,5235.30*,100 Yr 24 Hr,9652.4,828.04
Junction - TC F,5235.30*,200 Yr 24 Hr,12829.2,828.52
Junction - TC F,5235.30*,500 Yr 24 Hr,17570.1,829.14
Junction - TC F,5067.64,2 Yr 24 Hr,1260.6,824.68
Junction - TC F,5067.64,5 Yr 24 Hr,2191.1,825.27
Junction - TC F,5067.64,10 Yr 24 Hr,3029.6,825.73
Junction - TC F,5067.64,25 Yr 24 Hr,4924.8,826.26
Junction - TC F,5067.64,50 Yr 24 Hr,7083.8,826.74
Junction - TC F,5067.64,100 Yr 24 Hr,9652.4,827.19
Junction - TC F,5067.64,200 Yr 24 Hr,12829.2,827.68
Junction - TC F,5067.64,500 Yr 24 Hr,17570.1,828.31
Junction - TC F,4892.94*,2 Yr 24 Hr,1260.6,823.72
Junction - TC F,4892.94*,5 Yr 24 Hr,2191.1,824.31
Junction - TC F,4892.94*,10 Yr 24 Hr,3029.6,824.77
Junction - TC F,4892.94*,25 Yr 24 Hr,4924.8,825.41
Junction - TC F,4892.94*,50 Yr 24 Hr,7083.8,825.91
Junction - TC F,4892.94*,100 Yr 24 Hr,9652.4,826.37
Junction - TC F,4892.94*,200 Yr 24 Hr,12829.2,826.85
Junction - TC F,4892.94*,500 Yr 24 Hr,17570.1,827.49
Junction - TC F,4718.23*,2 Yr 24 Hr,1260.6,822.79
Junction - TC F,4718.23*,5 Yr 24 Hr,2191.1,823.37
Junction - TC F,4718.23*,10 Yr 24 Hr,3029.6,823.79
Junction - TC F,4718.23*,25 Yr 24 Hr,4924.8,824.54
Junction - TC F,4718.23*,50 Yr 24 Hr,7083.8,825.05
Junction - TC F,4718.23*,100 Yr 24 Hr,9652.4,825.54
Junction - TC F,4718.23*,200 Yr 24 Hr,12829.2,826.03
Junction - TC F,4718.23*,500 Yr 24 Hr,17570.1,826.67
Junction - TC F,4543.53*,2 Yr 24 Hr,1260.6,821.86
Junction - TC F,4543.53*,5 Yr 24 Hr,2191.1,822.44
Junction - TC F,4543.53*,10 Yr 24 Hr,3029.6,822.84
Junction - TC F,4543.53*,25 Yr 24 Hr,4924.8,823.66
Junction - TC F,4543.53*,50 Yr 24 Hr,7083.8,824.18
Junction - TC F,4543.53*,100 Yr 24 Hr,9652.4,824.71
Junction - TC F,4543.53*,200 Yr 24 Hr,12829.2,825.21
Junction - TC F,4543.53*,500 Yr 24 Hr,17570.1,825.86
Junction - TC F,4368.83*,2 Yr 24 Hr,1260.6,820.95
Junction - TC F,4368.83*,5 Yr 24 Hr,2191.1,821.51
Junction - TC F,4368.83*,10 Yr 24 Hr,3029.6,821.91
Junction - TC F,4368.83*,25 Yr 24 Hr,4924.8,822.77
Junction - TC F,4368.83*,50 Yr 24 Hr,7083.8,823.31
Junction - TC F,4368.83*,100 Yr 24 Hr,9652.4,823.88
Junction - TC F,4368.83*,200 Yr 24 Hr,12829.2,824.4
Junction - TC F,4368.83*,500 Yr 24 Hr,17570.1,825.06
Junction - TC F,4194.12*,2 Yr 24 Hr,1260.6,820.04
Junction - TC F,4194.12*,5 Yr 24 Hr,2191.1,820.59
Junction - TC F,4194.12*,10 Yr 24 Hr,3029.6,820.99
Junction - TC F,4194.12*,25 Yr 24 Hr,4924.8,821.87
Junction - TC F,4194.12*,50 Yr 24 Hr,7083.8,822.46
Junction - TC F,4194.12*,100 Yr 24 Hr,9652.4,823.03
Junction - TC F,4194.12*,200 Yr 24 Hr,12829.2,823.61
Junction - TC F,4194.12*,500 Yr 24 Hr,17570.1,824.29
Junction - TC F,4019.42,2 Yr 24 Hr,1260.6,819.14
Junction - TC F,4019.42,5 Yr 24 Hr,2191.1,819.7
Junction - TC F,4019.42,10 Yr 24 Hr,3029.6,820.1
Junction - TC F,4019.42,25 Yr 24 Hr,4924.8,820.93
Junction - TC F,4019.42,50 Yr 24 Hr,7083.8,821.67
Junction - TC F,4019.42,100 Yr 24 Hr,9652.4,822.25
Junction - TC F,4019.42,200 Yr 24 Hr,12829.2,822.89
Junction - TC F,4019.42,500 Yr 24 Hr,17570.1,823.58
Junction - TC F,3847.35*,2 Yr 24 Hr,1260.6,818.27
Junction - TC F,3847.35*,5 Yr 24 Hr,2191.1,818.84
Junction - TC F,3847.35*,10 Yr 24 Hr,3029.6,819.24
Junction - TC F,3847.35*,25 Yr 24 Hr,4924.8,820.01
Junction - TC F,3847.35*,50 Yr 24 Hr,7083.8,820.82
Junction - TC F,3847.35*,100 Yr 24 Hr,9652.4,821.5
Junction - TC F,3847.35*,200 Yr 24 Hr,12829.2,822.18
Junction - TC F,3847.35*,500 Yr 24 Hr,17570.1,822.88
Junction - TC F,3675.29*,2 Yr 24 Hr,1260.6,817.41
Junction - TC F,3675.29*,5 Yr 24 Hr,2191.1,817.99
Junction - TC F,3675.29*,10 Yr 24 Hr,3029.6,818.4
Junction - TC F,3675.29*,25 Yr 24 Hr,4924.8,819.15
Junction - TC F,3675.29*,50 Yr 24 Hr,7083.8,819.88
Junction - TC F,3675.29*,100 Yr 24 Hr,9652.4,820.63
Junction - TC F,3675.29*,200 Yr 24 Hr,12829.2,821.41
Junction - TC F,3675.29*,500 Yr 24 Hr,17570.1,822.14
Junction - TC F,3503.22*,2 Yr 24 Hr,1260.6,816.57
Junction - TC F,3503.22*,5 Yr 24 Hr,2191.1,817.15
Junction - TC F,3503.22*,10 Yr 24 Hr,3029.6,817.54
Junction - TC F,3503.22*,25 Yr 24 Hr,4924.8,818.27
Junction - TC F,3503.22*,50 Yr 24 Hr,7083.8,818.95
Junction - TC F,3503.22*,100 Yr 24 Hr,9652.4,819.66
Junction - TC F,3503.22*,200 Yr 24 Hr,12829.2,820.46
Junction - TC F,3503.22*,500 Yr 24 Hr,17570.1,821.3
Junction - TC F,3331.16*,2 Yr 24 Hr,1260.6,815.6
Junction - TC F,3331.16*,5 Yr 24 Hr,2191.1,816.15
Junction - TC F,3331.16*,10 Yr 24 Hr,3029.6,816.53
Junction - TC F,3331.16*,25 Yr 24 Hr,4924.8,817.25
Junction - TC F,3331.16*,50 Yr 24 Hr,7083.8,817.92
Junction - TC F,3331.16*,100 Yr 24 Hr,9652.4,818.6
Junction - TC F,3331.16*,200 Yr 24 Hr,12829.2,819.33
Junction - TC F,3331.16*,500 Yr 24 Hr,17570.1,820.25
Junction - TC F,3159.09,2 Yr 24 Hr,1260.6,814.82
Junction - TC F,3159.09,5 Yr 24 Hr,2191.1,815.45
Junction - TC F,3159.09,10 Yr 24 Hr,3029.6,815.86
Junction - TC F,3159.09,25 Yr 24 Hr,4924.8,816.61
Junction - TC F,3159.09,50 Yr 24 Hr,7083.8,817.31
Junction - TC F,3159.09,100 Yr 24 Hr,9652.4,818.01
Junction - TC F,3159.09,200 Yr 24 Hr,12829.2,818.72
Junction - TC F,3159.09,500 Yr 24 Hr,17570.1,819.64
Junction - TC F,2962.92*,2 Yr 24 Hr,1260.6,814.08
Junction - TC F,2962.92*,5 Yr 24 Hr,2191.1,814.77
Junction - TC F,2962.92*,10 Yr 24 Hr,3029.6,815.22
Junction - TC F,2962.92*,25 Yr 24 Hr,4924.8,816.02
Junction - TC F,2962.92*,50 Yr 24 Hr,7083.8,816.72
Junction - TC F,2962.92*,100 Yr 24 Hr,9652.4,817.41
Junction - TC F,2962.92*,200 Yr 24 Hr,12829.2,818.1
Junction - TC F,2962.92*,500 Yr 24 Hr,17570.1,819.02
Junction - TC F,2766.76*,2 Yr 24 Hr,1260.6,813.33
Junction - TC F,2766.76*,5 Yr 24 Hr,2191.1,814.02
Junction - TC F,2766.76*,10 Yr 24 Hr,3029.6,814.5
Junction - TC F,2766.76*,25 Yr 24 Hr,4924.8,815.35
Junction - TC F,2766.76*,50 Yr 24 Hr,7083.8,816.09
Junction - TC F,2766.76*,100 Yr 24 Hr,9652.4,816.77
Junction - TC F,2766.76*,200 Yr 24 Hr,12829.2,817.46
Junction - TC F,2766.76*,500 Yr 24 Hr,17570.1,818.35
Junction - TC F,2570.59*,2 Yr 24 Hr,1260.6,812.56
Junction - TC F,2570.59*,5 Yr 24 Hr,2191.1,813.31
Junction - TC F,2570.59*,10 Yr 24 Hr,3029.6,813.79
Junction - TC F,2570.59*,25 Yr 24 Hr,4924.8,814.62
Junction - TC F,2570.59*,50 Yr 24 Hr,7083.8,815.37
Junction - TC F,2570.59*,100 Yr 24 Hr,9652.4,816.08
Junction - TC F,2570.59*,200 Yr 24 Hr,12829.2,816.78
Junction - TC F,2570.59*,500 Yr 24 Hr,17570.1,817.64
Junction - TC F,2374.43*,2 Yr 24 Hr,1260.6,811.82
Junction - TC F,2374.43*,5 Yr 24 Hr,2191.1,812.59
Junction - TC F,2374.43*,10 Yr 24 Hr,3029.6,813.07
Junction - TC F,2374.43*,25 Yr 24 Hr,4924.8,813.87
Junction - TC F,2374.43*,50 Yr 24 Hr,7083.8,814.56
Junction - TC F,2374.43*,100 Yr 24 Hr,9652.4,815.27
Junction - TC F,2374.43*,200 Yr 24 Hr,12829.2,815.99
Junction - TC F,2374.43*,500 Yr 24 Hr,17570.1,816.86
Junction - TC F,2178.26,2 Yr 24 Hr,1260.6,811.19
Junction - TC F,2178.26,5 Yr 24 Hr,2191.1,811.83
Junction - TC F,2178.26,10 Yr 24 Hr,3029.6,812.26
Junction - TC F,2178.26,25 Yr 24 Hr,4924.8,813.01
Junction - TC F,2178.26,50 Yr 24 Hr,7083.8,813.69
Junction - TC F,2178.26,100 Yr 24 Hr,9652.4,814.35
Junction - TC F,2178.26,200 Yr 24 Hr,12829.2,815.11
Junction - TC F,2178.26,500 Yr 24 Hr,17570.1,815.96
Junction - TC F,2003.15*,2 Yr 24 Hr,1260.6,810.52
Junction - TC F,2003.15*,5 Yr 24 Hr,2191.1,811.07
Junction - TC F,2003.15*,10 Yr 24 Hr,3029.6,811.46
Junction - TC F,2003.15*,25 Yr 24 Hr,4924.8,812.16
Junction - TC F,2003.15*,50 Yr 24 Hr,7083.8,812.8
Junction - TC F,2003.15*,100 Yr 24 Hr,9652.4,813.48
Junction - TC F,2003.15*,200 Yr 24 Hr,12829.2,814.23
Junction - TC F,2003.15*,500 Yr 24 Hr,17570.1,815.08
Junction - TC F,1828.03*,2 Yr 24 Hr,1260.6,809.64
Junction - TC F,1828.03*,5 Yr 24 Hr,2191.1,810.13
Junction - TC F,1828.03*,10 Yr 24 Hr,3029.6,810.48
Junction - TC F,1828.03*,25 Yr 24 Hr,4924.8,811.12
Junction - TC F,1828.03*,50 Yr 24 Hr,7083.8,811.73
Junction - TC F,1828.03*,100 Yr 24 Hr,9652.4,812.43
Junction - TC F,1828.03*,200 Yr 24 Hr,12829.2,813.2
Junction - TC F,1828.03*,500 Yr 24 Hr,17570.1,814.13
Junction - TC F,1652.92,2 Yr 24 Hr,1260.6,807.89
Junction - TC F,1652.92,5 Yr 24 Hr,2191.1,808.49
Junction - TC F,1652.92,10 Yr 24 Hr,3029.6,808.98
Junction - TC F,1652.92,25 Yr 24 Hr,4924.8,809.68
Junction - TC F,1652.92,50 Yr 24 Hr,7083.8,810.29
Junction - TC F,1652.92,100 Yr 24 Hr,9652.4,811.24
Junction - TC F,1652.92,200 Yr 24 Hr,12829.2,812.11
Junction - TC F,1652.92,500 Yr 24 Hr,17570.1,813.16
Junction - TC A,4267.35,2 Yr 24 Hr,279.1,972.6
Junction - TC A,4267.35,5 Yr 24 Hr,487.3,972.98
Junction - TC A,4267.35,10 Yr 24 Hr,651.8,973.24
Junction - TC A,4267.35,25 Yr 24 Hr,1008.3,973.74
Junction - TC A,4267.35,50 Yr 24 Hr,1404.9,974.18
Junction - TC A,4267.35,100 Yr 24 Hr,1950.1,974.7
Junction - TC A,4267.35,200 Yr 24 Hr,2471.6,975.24
Junction - TC A,4267.35,500 Yr 24 Hr,3277.3,975.73
Junction - TC A,4075.59,2 Yr 24 Hr,279.1,969.85
Junction - TC A,4075.59,5 Yr 24 Hr,487.3,970.39
Junction - TC A,4075.59,10 Yr 24 Hr,651.8,970.7
Junction - TC A,4075.59,25 Yr 24 Hr,1008.3,971.23
Junction - TC A,4075.59,50 Yr 24 Hr,1404.9,971.69
Junction - TC A,4075.59,100 Yr 24 Hr,1950.1,972.2
Junction - TC A,4075.59,200 Yr 24 Hr,2471.6,972.65
Junction - TC A,4075.59,500 Yr 24 Hr,3277.3,973.17
Junction - TC A,3905.84*,2 Yr 24 Hr,279.1,968.09
Junction - TC A,3905.84*,5 Yr 24 Hr,487.3,968.64
Junction - TC A,3905.84*,10 Yr 24 Hr,651.8,968.97
Junction - TC A,3905.84*,25 Yr 24 Hr,1008.3,969.49
Junction - TC A,3905.84*,50 Yr 24 Hr,1404.9,969.93
Junction - TC A,3905.84*,100 Yr 24 Hr,1950.1,970.42
Junction - TC A,3905.84*,200 Yr 24 Hr,2471.6,970.82
Junction - TC A,3905.84*,500 Yr 24 Hr,3277.3,971.36
Junction - TC A,3736.08,2 Yr 24 Hr,279.1,966.35
Junction - TC A,3736.08,5 Yr 24 Hr,487.3,966.86
Junction - TC A,3736.08,10 Yr 24 Hr,651.8,967.17
Junction - TC A,3736.08,25 Yr 24 Hr,1008.3,967.7
Junction - TC A,3736.08,50 Yr 24 Hr,1404.9,968.13
Junction - TC A,3736.08,100 Yr 24 Hr,1950.1,968.61
Junction - TC A,3736.08,200 Yr 24 Hr,2471.6,969
Junction - TC A,3736.08,500 Yr 24 Hr,3277.3,969.51
Junction - TC A,3578.95*,2 Yr 24 Hr,279.1,964.91
Junction - TC A,3578.95*,5 Yr 24 Hr,487.3,965.37
Junction - TC A,3578.95*,10 Yr 24 Hr,651.8,965.65
Junction - TC A,3578.95*,25 Yr 24 Hr,1008.3,966.12
Junction - TC A,3578.95*,50 Yr 24 Hr,1404.9,966.51
Junction - TC A,3578.95*,100 Yr 24 Hr,1950.1,966.95
Junction - TC A,3578.95*,200 Yr 24 Hr,2471.6,967.31
Junction - TC A,3578.95*,500 Yr 24 Hr,3277.3,967.79
Junction - TC A,3421.82*,2 Yr 24 Hr,279.1,963.27
Junction - TC A,3421.82*,5 Yr 24 Hr,487.3,963.66
Junction - TC A,3421.82*,10 Yr 24 Hr,651.8,963.9
Junction - TC A,3421.82*,25 Yr 24 Hr,1008.3,964.32
Junction - TC A,3421.82*,50 Yr 24 Hr,1404.9,964.67
Junction - TC A,3421.82*,100 Yr 24 Hr,1950.1,965.08
Junction - TC A,3421.82*,200 Yr 24 Hr,2471.6,965.41
Junction - TC A,3421.82*,500 Yr 24 Hr,3277.3,965.86
Junction - TC A,3264.69,2 Yr 24 Hr,279.1,961.63
Junction - TC A,3264.69,5 Yr 24 Hr,487.3,962.03
Junction - TC A,3264.69,10 Yr 24 Hr,651.8,962.25
Junction - TC A,3264.69,25 Yr 24 Hr,1008.3,962.64
Junction - TC A,3264.69,50 Yr 24 Hr,1404.9,962.97
Junction - TC A,3264.69,100 Yr 24 Hr,1950.1,963.36
Junction - TC A,3264.69,200 Yr 24 Hr,2471.6,963.7
Junction - TC A,3264.69,500 Yr 24 Hr,3277.3,964.17
Junction - TC A,3110.90*,2 Yr 24 Hr,279.1,959.78
Junction - TC A,3110.90*,5 Yr 24 Hr,487.3,960.22
Junction - TC A,3110.90*,10 Yr 24 Hr,651.8,960.49
Junction - TC A,3110.90*,25 Yr 24 Hr,1008.3,960.88
Junction - TC A,3110.90*,50 Yr 24 Hr,1404.9,961.25
Junction - TC A,3110.90*,100 Yr 24 Hr,1950.1,961.77
Junction - TC A,3110.90*,200 Yr 24 Hr,2471.6,962.09
Junction - TC A,3110.90*,500 Yr 24 Hr,3277.3,962.5
Junction - TC A,2957.11*,2 Yr 24 Hr,279.1,956.95
Junction - TC A,2957.11*,5 Yr 24 Hr,487.3,957.53
Junction - TC A,2957.11*,10 Yr 24 Hr,651.8,957.88
Junction - TC A,2957.11*,25 Yr 24 Hr,1008.3,958.41
Junction - TC A,2957.11*,50 Yr 24 Hr,1404.9,958.89
Junction - TC A,2957.11*,100 Yr 24 Hr,1950.1,959.5
Junction - TC A,2957.11*,200 Yr 24 Hr,2471.6,959.92
Junction - TC A,2957.11*,500 Yr 24 Hr,3277.3,960.7
Junction - TC A,2803.32,2 Yr 24 Hr,279.1,954.68
Junction - TC A,2803.32,5 Yr 24 Hr,487.3,955.35
Junction - TC A,2803.32,10 Yr 24 Hr,651.8,955.73
Junction - TC A,2803.32,25 Yr 24 Hr,1008.3,956.32
Junction - TC A,2803.32,50 Yr 24 Hr,1404.9,956.83
Junction - TC A,2803.32,100 Yr 24 Hr,1950.1,957.4
Junction - TC A,2803.32,200 Yr 24 Hr,2471.6,957.88
Junction - TC A,2803.32,500 Yr 24 Hr,3277.3,958.67
Junction - TC A,2650.17*,2 Yr 24 Hr,279.1,953.03
Junction - TC A,2650.17*,5 Yr 24 Hr,487.3,953.69
Junction - TC A,2650.17*,10 Yr 24 Hr,651.8,954.07
Junction - TC A,2650.17*,25 Yr 24 Hr,1008.3,954.65
Junction - TC A,2650.17*,50 Yr 24 Hr,1404.9,955.13
Junction - TC A,2650.17*,100 Yr 24 Hr,1950.1,955.68
Junction - TC A,2650.17*,200 Yr 24 Hr,2471.6,956.14
Junction - TC A,2650.17*,500 Yr 24 Hr,3277.3,956.75
Junction - TC A,2497.03*,2 Yr 24 Hr,279.1,951.31
Junction - TC A,2497.03*,5 Yr 24 Hr,487.3,952
Junction - TC A,2497.03*,10 Yr 24 Hr,651.8,952.38
Junction - TC A,2497.03*,25 Yr 24 Hr,1008.3,952.93
Junction - TC A,2497.03*,50 Yr 24 Hr,1404.9,953.39
Junction - TC A,2497.03*,100 Yr 24 Hr,1950.1,953.9
Junction - TC A,2497.03*,200 Yr 24 Hr,2471.6,954.31
Junction - TC A,2497.03*,500 Yr 24 Hr,3277.3,954.84
Junction - TC A,2343.88,2 Yr 24 Hr,279.1,949.82
Junction - TC A,2343.88,5 Yr 24 Hr,487.3,950.53
Junction - TC A,2343.88,10 Yr 24 Hr,651.8,950.89
Junction - TC A,2343.88,25 Yr 24 Hr,1008.3,951.43
Junction - TC A,2343.88,50 Yr 24 Hr,1404.9,951.9
Junction - TC A,2343.88,100 Yr 24 Hr,1950.1,952.39
Junction - TC A,2343.88,200 Yr 24 Hr,2471.6,952.78
Junction - TC A,2343.88,500 Yr 24 Hr,3277.3,953.3
Junction - TC A,2174.58*,2 Yr 24 Hr,279.1,948.4
Junction - TC A,2174.58*,5 Yr 24 Hr,487.3,949.05
Junction - TC A,2174.58*,10 Yr 24 Hr,651.8,949.37
Junction - TC A,2174.58*,25 Yr 24 Hr,1008.3,949.93
Junction - TC A,2174.58*,50 Yr 24 Hr,1404.9,950.4
Junction - TC A,2174.58*,100 Yr 24 Hr,1950.1,950.88
Junction - TC A,2174.58*,200 Yr 24 Hr,2471.6,951.27
