Reach,River Sta,Profile,Q Total (cfs),W.S. Elev (ft)
UCC A - B,11050.9*,50 Yr 24 Hr,2724.2,899.28
UCC A - B,11050.9*,100 Yr 24 Hr,3791.7,899.87
UCC A - B,11050.9*,200 Yr 24 Hr,4733,900.33
UCC A - B,11050.9*,500 Yr 24 Hr,6367.6,901.04
UCC A - B,10853.3*,2 Yr 24 Hr,533.6,896.02
UCC A - B,10853.3*,5 Yr 24 Hr,911.1,896.84
UCC A - B,10853.3*,10 Yr 24 Hr,1220.9,897.34
UCC A - B,10853.3*,25 Yr 24 Hr,1934.9,898.05
UCC A - B,10853.3*,50 Yr 24 Hr,2724.2,898.62
UCC A - B,10853.3*,100 Yr 24 Hr,3791.7,899.22
UCC A - B,10853.3*,200 Yr 24 Hr,4733,899.68
UCC A - B,10853.3*,500 Yr 24 Hr,6367.6,900.41
UCC A - B,10655.8,2 Yr 24 Hr,533.6,894.87
UCC A - B,10655.8,5 Yr 24 Hr,911.1,895.79
UCC A - B,10655.8,10 Yr 24 Hr,1220.9,896.39
UCC A - B,10655.8,25 Yr 24 Hr,1934.9,897.27
UCC A - B,10655.8,50 Yr 24 Hr,2724.2,897.93
UCC A - B,10655.8,100 Yr 24 Hr,3791.7,898.58
UCC A - B,10655.8,200 Yr 24 Hr,4733,899.07
UCC A - B,10655.8,500 Yr 24 Hr,6367.6,899.82
UCC A - B,10495.1*,2 Yr 24 Hr,533.6,893.8
UCC A - B,10495.1*,5 Yr 24 Hr,911.1,894.77
UCC A - B,10495.1*,10 Yr 24 Hr,1220.9,895.38
UCC A - B,10495.1*,25 Yr 24 Hr,1934.9,896.39
UCC A - B,10495.1*,50 Yr 24 Hr,2724.2,897.11
UCC A - B,10495.1*,100 Yr 24 Hr,3791.7,897.8
UCC A - B,10495.1*,200 Yr 24 Hr,4733,898.3
UCC A - B,10495.1*,500 Yr 24 Hr,6367.6,899.07
UCC A - B,10334.5*,2 Yr 24 Hr,533.6,892.77
UCC A - B,10334.5*,5 Yr 24 Hr,911.1,893.75
UCC A - B,10334.5*,10 Yr 24 Hr,1220.9,894.34
UCC A - B,10334.5*,25 Yr 24 Hr,1934.9,895.41
UCC A - B,10334.5*,50 Yr 24 Hr,2724.2,896.19
UCC A - B,10334.5*,100 Yr 24 Hr,3791.7,896.89
UCC A - B,10334.5*,200 Yr 24 Hr,4733,897.4
UCC A - B,10334.5*,500 Yr 24 Hr,6367.6,898.17
UCC A - B,10173.9*,2 Yr 24 Hr,533.6,891.87
UCC A - B,10173.9*,5 Yr 24 Hr,911.1,892.82
UCC A - B,10173.9*,10 Yr 24 Hr,1220.9,893.43
UCC A - B,10173.9*,25 Yr 24 Hr,1934.9,894.48
UCC A - B,10173.9*,50 Yr 24 Hr,2724.2,895.32
UCC A - B,10173.9*,100 Yr 24 Hr,3791.7,896.05
UCC A - B,10173.9*,200 Yr 24 Hr,4733,896.57
UCC A - B,10173.9*,500 Yr 24 Hr,6367.6,897.34
UCC A - B,10013.33,2 Yr 24 Hr,533.6,891.26
UCC A - B,10013.33,5 Yr 24 Hr,911.1,892.16
UCC A - B,10013.33,10 Yr 24 Hr,1220.9,892.75
UCC A - B,10013.33,25 Yr 24 Hr,1934.9,893.75
UCC A - B,10013.33,50 Yr 24 Hr,2724.2,894.56
UCC A - B,10013.33,100 Yr 24 Hr,3791.7,895.35
UCC A - B,10013.33,200 Yr 24 Hr,4733,895.86
UCC A - B,10013.33,500 Yr 24 Hr,6367.6,896.63
UCC A - B,9840.43*,2 Yr 24 Hr,533.6,890.74
UCC A - B,9840.43*,5 Yr 24 Hr,911.1,891.56
UCC A - B,9840.43*,10 Yr 24 Hr,1220.9,892.11
UCC A - B,9840.43*,25 Yr 24 Hr,1934.9,893.02
UCC A - B,9840.43*,50 Yr 24 Hr,2724.2,893.76
UCC A - B,9840.43*,100 Yr 24 Hr,3791.7,894.55
UCC A - B,9840.43*,200 Yr 24 Hr,4733,895.06
UCC A - B,9840.43*,500 Yr 24 Hr,6367.6,895.81
UCC A - B,9667.52*,2 Yr 24 Hr,533.6,890.23
UCC A - B,9667.52*,5 Yr 24 Hr,911.1,890.94
UCC A - B,9667.52*,10 Yr 24 Hr,1220.9,891.46
UCC A - B,9667.52*,25 Yr 24 Hr,1934.9,892.25
UCC A - B,9667.52*,50 Yr 24 Hr,2724.2,892.89
UCC A - B,9667.52*,100 Yr 24 Hr,3791.7,893.58
UCC A - B,9667.52*,200 Yr 24 Hr,4733,894.09
UCC A - B,9667.52*,500 Yr 24 Hr,6367.6,894.86
UCC A - B,9494.62,2 Yr 24 Hr,694.7,889.33
UCC A - B,9494.62,5 Yr 24 Hr,1115.4,889.91
UCC A - B,9494.62,10 Yr 24 Hr,1509.7,890.36
UCC A - B,9494.62,25 Yr 24 Hr,2420.7,891.08
UCC A - B,9494.62,50 Yr 24 Hr,3461,891.64
UCC A - B,9494.62,100 Yr 24 Hr,4902.7,892.26
UCC A - B,9494.62,200 Yr 24 Hr,6246.5,892.74
UCC A - B,9494.62,500 Yr 24 Hr,8555.1,893.45
UCC A - B,9327.21*,2 Yr 24 Hr,694.7,887.89
UCC A - B,9327.21*,5 Yr 24 Hr,1115.4,888.44
UCC A - B,9327.21*,10 Yr 24 Hr,1509.7,888.87
UCC A - B,9327.21*,25 Yr 24 Hr,2420.7,889.6
UCC A - B,9327.21*,50 Yr 24 Hr,3461,890.15
UCC A - B,9327.21*,100 Yr 24 Hr,4902.7,890.74
UCC A - B,9327.21*,200 Yr 24 Hr,6246.5,891.19
UCC A - B,9327.21*,500 Yr 24 Hr,8555.1,891.83
UCC A - B,9159.79*,2 Yr 24 Hr,694.7,886.38
UCC A - B,9159.79*,5 Yr 24 Hr,1115.4,886.94
UCC A - B,9159.79*,10 Yr 24 Hr,1509.7,887.4
UCC A - B,9159.79*,25 Yr 24 Hr,2420.7,888.19
UCC A - B,9159.79*,50 Yr 24 Hr,3461,888.76
UCC A - B,9159.79*,100 Yr 24 Hr,4902.7,889.32
UCC A - B,9159.79*,200 Yr 24 Hr,6246.5,889.75
UCC A - B,9159.79*,500 Yr 24 Hr,8555.1,890.37
UCC A - B,8992.38,2 Yr 24 Hr,694.7,885.35
UCC A - B,8992.38,5 Yr 24 Hr,1115.4,885.95
UCC A - B,8992.38,10 Yr 24 Hr,1509.7,886.42
UCC A - B,8992.38,25 Yr 24 Hr,2420.7,887.17
UCC A - B,8992.38,50 Yr 24 Hr,3461,887.71
UCC A - B,8992.38,100 Yr 24 Hr,4902.7,888.26
UCC A - B,8992.38,200 Yr 24 Hr,6246.5,888.68
UCC A - B,8992.38,500 Yr 24 Hr,8555.1,889.31
UCC A - B,8797.62*,2 Yr 24 Hr,694.7,884.44
UCC A - B,8797.62*,5 Yr 24 Hr,1115.4,885.05
UCC A - B,8797.62*,10 Yr 24 Hr,1509.7,885.48
UCC A - B,8797.62*,25 Yr 24 Hr,2420.7,886.14
UCC A - B,8797.62*,50 Yr 24 Hr,3461,886.63
UCC A - B,8797.62*,100 Yr 24 Hr,4902.7,887.14
UCC A - B,8797.62*,200 Yr 24 Hr,6246.5,887.54
UCC A - B,8797.62*,500 Yr 24 Hr,8555.1,888.13
UCC A - B,8602.85*,2 Yr 24 Hr,694.7,883.37
UCC A - B,8602.85*,5 Yr 24 Hr,1115.4,883.93
UCC A - B,8602.85*,10 Yr 24 Hr,1509.7,884.3
UCC A - B,8602.85*,25 Yr 24 Hr,2420.7,884.89
UCC A - B,8602.85*,50 Yr 24 Hr,3461,885.36
UCC A - B,8602.85*,100 Yr 24 Hr,4902.7,885.86
UCC A - B,8602.85*,200 Yr 24 Hr,6246.5,886.24
UCC A - B,8602.85*,500 Yr 24 Hr,8555.1,886.8
UCC A - B,8408.09,2 Yr 24 Hr,694.7,882.32
UCC A - B,8408.09,5 Yr 24 Hr,1115.4,882.84
UCC A - B,8408.09,10 Yr 24 Hr,1509.7,883.21
UCC A - B,8408.09,25 Yr 24 Hr,2420.7,883.72
UCC A - B,8408.09,50 Yr 24 Hr,3461,884.15
UCC A - B,8408.09,100 Yr 24 Hr,4902.7,884.64
UCC A - B,8408.09,200 Yr 24 Hr,6246.5,885
UCC A - B,8408.09,500 Yr 24 Hr,8555.1,885.55
UCC A - B,8245.25*,2 Yr 24 Hr,694.7,881.46
UCC A - B,8245.25*,5 Yr 24 Hr,1115.4,881.97
UCC A - B,8245.25*,10 Yr 24 Hr,1509.7,882.29
UCC A - B,8245.25*,25 Yr 24 Hr,2420.7,882.81
UCC A - B,8245.25*,50 Yr 24 Hr,3461,883.22
UCC A - B,8245.25*,100 Yr 24 Hr,4902.7,883.67
UCC A - B,8245.25*,200 Yr 24 Hr,6246.5,884.02
UCC A - B,8245.25*,500 Yr 24 Hr,8555.1,884.56
UCC A - B,8082.40*,2 Yr 24 Hr,694.7,880.48
UCC A - B,8082.40*,5 Yr 24 Hr,1115.4,880.98
UCC A - B,8082.40*,10 Yr 24 Hr,1509.7,881.27
UCC A - B,8082.40*,25 Yr 24 Hr,2420.7,881.8
UCC A - B,8082.40*,50 Yr 24 Hr,3461,882.25
UCC A - B,8082.40*,100 Yr 24 Hr,4902.7,882.69
UCC A - B,8082.40*,200 Yr 24 Hr,6246.5,883.05
UCC A - B,8082.40*,500 Yr 24 Hr,8555.1,883.59
UCC A - B,7919.56,2 Yr 24 Hr,694.7,879.41
UCC A - B,7919.56,5 Yr 24 Hr,1115.4,879.99
UCC A - B,7919.56,10 Yr 24 Hr,1509.7,880.31
UCC A - B,7919.56,25 Yr 24 Hr,2420.7,880.86
UCC A - B,7919.56,50 Yr 24 Hr,3461,881.32
UCC A - B,7919.56,100 Yr 24 Hr,4902.7,881.77
UCC A - B,7919.56,200 Yr 24 Hr,6246.5,882.13
UCC A - B,7919.56,500 Yr 24 Hr,8555.1,882.66
UCC A - B,7750.20*,2 Yr 24 Hr,694.7,878.29
UCC A - B,7750.20*,5 Yr 24 Hr,1115.4,878.96
UCC A - B,7750.20*,10 Yr 24 Hr,1509.7,879.39
UCC A - B,7750.20*,25 Yr 24 Hr,2420.7,879.96
UCC A - B,7750.20*,50 Yr 24 Hr,3461,880.39
UCC A - B,7750.20*,100 Yr 24 Hr,4902.7,880.82
UCC A - B,7750.20*,200 Yr 24 Hr,6246.5,881.16
UCC A - B,7750.20*,500 Yr 24 Hr,8555.1,881.67
UCC A - B,7580.85*,2 Yr 24 Hr,694.7,876.84
UCC A - B,7580.85*,5 Yr 24 Hr,1115.4,877.55
UCC A - B,7580.85*,10 Yr 24 Hr,1509.7,878.06
UCC A - B,7580.85*,25 Yr 24 Hr,2420.7,878.84
UCC A - B,7580.85*,50 Yr 24 Hr,3461,879.28
UCC A - B,7580.85*,100 Yr 24 Hr,4902.7,879.71
UCC A - B,7580.85*,200 Yr 24 Hr,6246.5,880.04
UCC A - B,7580.85*,500 Yr 24 Hr,8555.1,880.52
UCC A - B,7411.49,2 Yr 24 Hr,694.7,875.67
UCC A - B,7411.49,5 Yr 24 Hr,1115.4,876.35
UCC A - B,7411.49,10 Yr 24 Hr,1509.7,876.8
UCC A - B,7411.49,25 Yr 24 Hr,2420.7,877.58
UCC A - B,7411.49,50 Yr 24 Hr,3461,877.98
UCC A - B,7411.49,100 Yr 24 Hr,4902.7,878.41
UCC A - B,7411.49,200 Yr 24 Hr,6246.5,878.74
UCC A - B,7411.49,500 Yr 24 Hr,8555.1,879.27
UCC A - B,7263.18*,2 Yr 24 Hr,694.7,874.6
UCC A - B,7263.18*,5 Yr 24 Hr,1115.4,875.19
UCC A - B,7263.18*,10 Yr 24 Hr,1509.7,875.61
UCC A - B,7263.18*,25 Yr 24 Hr,2420.7,876.25
UCC A - B,7263.18*,50 Yr 24 Hr,3461,876.71
UCC A - B,7263.18*,100 Yr 24 Hr,4902.7,877.18
UCC A - B,7263.18*,200 Yr 24 Hr,6246.5,877.56
UCC A - B,7263.18*,500 Yr 24 Hr,8555.1,878.16
UCC A - B,7114.87*,2 Yr 24 Hr,694.7,873.04
UCC A - B,7114.87*,5 Yr 24 Hr,1115.4,873.59
UCC A - B,7114.87*,10 Yr 24 Hr,1509.7,874
UCC A - B,7114.87*,25 Yr 24 Hr,2420.7,874.68
UCC A - B,7114.87*,50 Yr 24 Hr,3461,875.23
UCC A - B,7114.87*,100 Yr 24 Hr,4902.7,875.85
UCC A - B,7114.87*,200 Yr 24 Hr,6246.5,876.36
UCC A - B,7114.87*,500 Yr 24 Hr,8555.1,877.14
UCC A - B,6966.56,2 Yr 24 Hr,694.7,871.85
UCC A - B,6966.56,5 Yr 24 Hr,1115.4,872.44
UCC A - B,6966.56,10 Yr 24 Hr,1509.7,872.88
UCC A - B,6966.56,25 Yr 24 Hr,2420.7,873.64
UCC A - B,6966.56,50 Yr 24 Hr,3461,874.29
UCC A - B,6966.56,100 Yr 24 Hr,4902.7,875.01
UCC A - B,6966.56,200 Yr 24 Hr,6246.5,875.59
UCC A - B,6966.56,500 Yr 24 Hr,8555.1,876.43
UCC A - B,6804.56*,2 Yr 24 Hr,694.7,870.82
UCC A - B,6804.56*,5 Yr 24 Hr,1115.4,871.42
UCC A - B,6804.56*,10 Yr 24 Hr,1509.7,871.83
UCC A - B,6804.56*,25 Yr 24 Hr,2420.7,872.55
UCC A - B,6804.56*,50 Yr 24 Hr,3461,873.18
UCC A - B,6804.56*,100 Yr 24 Hr,4902.7,873.91
UCC A - B,6804.56*,200 Yr 24 Hr,6246.5,874.5
UCC A - B,6804.56*,500 Yr 24 Hr,8555.1,875.33
UCC A - B,6642.56*,2 Yr 24 Hr,694.7,869.64
UCC A - B,6642.56*,5 Yr 24 Hr,1115.4,870.19
UCC A - B,6642.56*,10 Yr 24 Hr,1509.7,870.58
UCC A - B,6642.56*,25 Yr 24 Hr,2420.7,871.3
UCC A - B,6642.56*,50 Yr 24 Hr,3461,871.96
UCC A - B,6642.56*,100 Yr 24 Hr,4902.7,872.71
UCC A - B,6642.56*,200 Yr 24 Hr,6246.5,873.3
UCC A - B,6642.56*,500 Yr 24 Hr,8555.1,874.11
UCC A - B,6480.56,2 Yr 24 Hr,694.7,868.65
UCC A - B,6480.56,5 Yr 24 Hr,1115.4,869.27
UCC A - B,6480.56,10 Yr 24 Hr,1509.7,869.7
UCC A - B,6480.56,25 Yr 24 Hr,2420.7,870.44
UCC A - B,6480.56,50 Yr 24 Hr,3461,871.09
UCC A - B,6480.56,100 Yr 24 Hr,4902.7,871.78
UCC A - B,6480.56,200 Yr 24 Hr,6246.5,872.29
UCC A - B,6480.56,500 Yr 24 Hr,8555.1,872.98
UCC A - B,6322.15*,2 Yr 24 Hr,694.7,867.56
UCC A - B,6322.15*,5 Yr 24 Hr,1115.4,868.24
UCC A - B,6322.15*,10 Yr 24 Hr,1509.7,868.76
UCC A - B,6322.15*,25 Yr 24 Hr,2420.7,869.64
UCC A - B,6322.15*,50 Yr 24 Hr,3461,870.26
UCC A - B,6322.15*,100 Yr 24 Hr,4902.7,870.82
UCC A - B,6322.15*,200 Yr 24 Hr,6246.5,871.26
UCC A - B,6322.15*,500 Yr 24 Hr,8555.1,871.88
UCC A - B,6163.74*,2 Yr 24 Hr,694.7,866.27
UCC A - B,6163.74*,5 Yr 24 Hr,1115.4,866.98
UCC A - B,6163.74*,10 Yr 24 Hr,1509.7,867.53
UCC A - B,6163.74*,25 Yr 24 Hr,2420.7,868.45
UCC A - B,6163.74*,50 Yr 24 Hr,3461,869.12
UCC A - B,6163.74*,100 Yr 24 Hr,4902.7,869.74
UCC A - B,6163.74*,200 Yr 24 Hr,6246.5,870.13
UCC A - B,6163.74*,500 Yr 24 Hr,8555.1,870.7
UCC A - B,6005.33,2 Yr 24 Hr,694.7,865.17
UCC A - B,6005.33,5 Yr 24 Hr,1115.4,865.9
UCC A - B,6005.33,10 Yr 24 Hr,1509.7,866.43
UCC A - B,6005.33,25 Yr 24 Hr,2420.7,867.34
UCC A - B,6005.33,50 Yr 24 Hr,3461,867.97
UCC A - B,6005.33,100 Yr 24 Hr,4902.7,868.52
UCC A - B,6005.33,200 Yr 24 Hr,6246.5,868.9
UCC A - B,6005.33,500 Yr 24 Hr,8555.1,869.45
UCC A - B,5839.70*,2 Yr 24 Hr,694.7,864.12
UCC A - B,5839.70*,5 Yr 24 Hr,1115.4,864.85
UCC A - B,5839.70*,10 Yr 24 Hr,1509.7,865.31
UCC A - B,5839.70*,25 Yr 24 Hr,2420.7,866.09
UCC A - B,5839.70*,50 Yr 24 Hr,3461,866.63
UCC A - B,5839.70*,100 Yr 24 Hr,4902.7,867.16
UCC A - B,5839.70*,200 Yr 24 Hr,6246.5,867.54
UCC A - B,5839.70*,500 Yr 24 Hr,8555.1,868.1
UCC A - B,5674.08*,2 Yr 24 Hr,694.7,862.9
UCC A - B,5674.08*,5 Yr 24 Hr,1115.4,863.46
UCC A - B,5674.08*,10 Yr 24 Hr,1509.7,863.83
UCC A - B,5674.08*,25 Yr 24 Hr,2420.7,864.5
UCC A - B,5674.08*,50 Yr 24 Hr,3461,865.12
UCC A - B,5674.08*,100 Yr 24 Hr,4902.7,865.81
UCC A - B,5674.08*,200 Yr 24 Hr,6246.5,866.21
UCC A - B,5674.08*,500 Yr 24 Hr,8555.1,866.78
UCC A - B,5508.45,2 Yr 24 Hr,694.7,861.74
UCC A - B,5508.45,5 Yr 24 Hr,1115.4,862.27
UCC A - B,5508.45,10 Yr 24 Hr,1509.7,862.62
UCC A - B,5508.45,25 Yr 24 Hr,2420.7,863.23
UCC A - B,5508.45,50 Yr 24 Hr,3461,863.88
UCC A - B,5508.45,100 Yr 24 Hr,4902.7,864.46
UCC A - B,5508.45,200 Yr 24 Hr,6246.5,864.85
UCC A - B,5508.45,500 Yr 24 Hr,8555.1,865.41
UCC A - B,5347.39*,2 Yr 24 Hr,694.7,860.67
UCC A - B,5347.39*,5 Yr 24 Hr,1115.4,861.16
UCC A - B,5347.39*,10 Yr 24 Hr,1509.7,861.46
UCC A - B,5347.39*,25 Yr 24 Hr,2420.7,862.02
UCC A - B,5347.39*,50 Yr 24 Hr,3461,862.65
UCC A - B,5347.39*,100 Yr 24 Hr,4902.7,863.18
UCC A - B,5347.39*,200 Yr 24 Hr,6246.5,863.56
UCC A - B,5347.39*,500 Yr 24 Hr,8555.1,864.11
UCC A - B,5186.32*,2 Yr 24 Hr,694.7,858.92
UCC A - B,5186.32*,5 Yr 24 Hr,1115.4,859.45
UCC A - B,5186.32*,10 Yr 24 Hr,1509.7,859.85
UCC A - B,5186.32*,25 Yr 24 Hr,2420.7,860.62
UCC A - B,5186.32*,50 Yr 24 Hr,3461,861.25
UCC A - B,5186.32*,100 Yr 24 Hr,4902.7,861.92
UCC A - B,5186.32*,200 Yr 24 Hr,6246.5,862.35
UCC A - B,5186.32*,500 Yr 24 Hr,8555.1,862.97
UCC A - B,5025.26,2 Yr 24 Hr,694.7,858.25
UCC A - B,5025.26,5 Yr 24 Hr,1115.4,858.78
UCC A - B,5025.26,10 Yr 24 Hr,1509.7,859.18
UCC A - B,5025.26,25 Yr 24 Hr,2420.7,859.91
UCC A - B,5025.26,50 Yr 24 Hr,3461,860.5
UCC A - B,5025.26,100 Yr 24 Hr,4902.7,861.1
UCC A - B,5025.26,200 Yr 24 Hr,6246.5,861.55
UCC A - B,5025.26,500 Yr 24 Hr,8555.1,862.24
UCC A - B,4850.14*,2 Yr 24 Hr,694.7,857.71
UCC A - B,4850.14*,5 Yr 24 Hr,1115.4,858.25
UCC A - B,4850.14*,10 Yr 24 Hr,1509.7,858.64
UCC A - B,4850.14*,25 Yr 24 Hr,2420.7,859.31
UCC A - B,4850.14*,50 Yr 24 Hr,3461,859.82
UCC A - B,4850.14*,100 Yr 24 Hr,4902.7,860.33
UCC A - B,4850.14*,200 Yr 24 Hr,6246.5,860.85
UCC A - B,4850.14*,500 Yr 24 Hr,8555.1,861.61
UCC A - B,4675.01*,2 Yr 24 Hr,694.7,856.88
UCC A - B,4675.01*,5 Yr 24 Hr,1115.4,857.45
UCC A - B,4675.01*,10 Yr 24 Hr,1509.7,857.86
UCC A - B,4675.01*,25 Yr 24 Hr,2420.7,858.53
UCC A - B,4675.01*,50 Yr 24 Hr,3461,859.01
UCC A - B,4675.01*,100 Yr 24 Hr,4902.7,859.5
UCC A - B,4675.01*,200 Yr 24 Hr,6246.5,860.22
UCC A - B,4675.01*,500 Yr 24 Hr,8555.1,861.08
UCC A - B,4499.89,2 Yr 24 Hr,694.7,856.02
UCC A - B,4499.89,5 Yr 24 Hr,1115.4,856.6
UCC A - B,4499.89,10 Yr 24 Hr,1509.7,856.98
UCC A - B,4499.89,25 Yr 24 Hr,2420.7,857.54
UCC A - B,4499.89,50 Yr 24 Hr,3461,857.98
UCC A - B,4499.89,100 Yr 24 Hr,4902.7,858.56
UCC A - B,4499.89,200 Yr 24 Hr,6246.5,859.75
UCC A - B,4499.89,500 Yr 24 Hr,8555.1,860.7
UCC A - B,4323.01*,2 Yr 24 Hr,694.7,855.18
UCC A - B,4323.01*,5 Yr 24 Hr,1115.4,855.66
UCC A - B,4323.01*,10 Yr 24 Hr,1509.7,855.96
UCC A - B,4323.01*,25 Yr 24 Hr,2420.7,856.45
UCC A - B,4323.01*,50 Yr 24 Hr,3461,856.81
UCC A - B,4323.01*,100 Yr 24 Hr,4902.7,857.94
UCC A - B,4323.01*,200 Yr 24 Hr,6246.5,859.53
UCC A - B,4323.01*,500 Yr 24 Hr,8555.1,860.5
UCC A - B,4146.14*,2 Yr 24 Hr,694.7,854.09
UCC A - B,4146.14*,5 Yr 24 Hr,1115.4,854.58
UCC A - B,4146.14*,10 Yr 24 Hr,1509.7,854.8
UCC A - B,4146.14*,25 Yr 24 Hr,2420.7,855.15
UCC A - B,4146.14*,50 Yr 24 Hr,3461,856.07
UCC A - B,4146.14*,100 Yr 24 Hr,4902.7,857.7
UCC A - B,4146.14*,200 Yr 24 Hr,6246.5,859.44
UCC A - B,4146.14*,500 Yr 24 Hr,8555.1,860.4
UCC A - B,3969.26,2 Yr 24 Hr,694.7,852.89
UCC A - B,3969.26,5 Yr 24 Hr,1115.4,853.01
UCC A - B,3969.26,10 Yr 24 Hr,1509.7,853.31
UCC A - B,3969.26,25 Yr 24 Hr,2420.7,854.49
UCC A - B,3969.26,50 Yr 24 Hr,3461,855.85
UCC A - B,3969.26,100 Yr 24 Hr,4902.7,857.62
UCC A - B,3969.26,200 Yr 24 Hr,6246.5,859.4
UCC A - B,3969.26,500 Yr 24 Hr,8555.1,860.36
UCC A - B,3809.70*,2 Yr 24 Hr,694.7,851.24
UCC A - B,3809.70*,5 Yr 24 Hr,1115.4,852.16
UCC A - B,3809.70*,10 Yr 24 Hr,1509.7,852.92
UCC A - B,3809.70*,25 Yr 24 Hr,2420.7,854.35
UCC A - B,3809.70*,50 Yr 24 Hr,3461,855.79
UCC A - B,3809.70*,100 Yr 24 Hr,4902.7,857.58
UCC A - B,3809.70*,200 Yr 24 Hr,6246.5,859.38
UCC A - B,3809.70*,500 Yr 24 Hr,8555.1,860.33
UCC A - B,3650.13*,2 Yr 24 Hr,694.7,851.06
UCC A - B,3650.13*,5 Yr 24 Hr,1115.4,852.07
UCC A - B,3650.13*,10 Yr 24 Hr,1509.7,852.85
UCC A - B,3650.13*,25 Yr 24 Hr,2420.7,854.31
UCC A - B,3650.13*,50 Yr 24 Hr,3461,855.76
UCC A - B,3650.13*,100 Yr 24 Hr,4902.7,857.57
UCC A - B,3650.13*,200 Yr 24 Hr,6246.5,859.36
UCC A - B,3650.13*,500 Yr 24 Hr,8555.1,860.32
UCC A - B,3490.57,2 Yr 24 Hr,694.7,851.04
UCC A - B,3490.57,5 Yr 24 Hr,1115.4,852.05
UCC A - B,3490.57,10 Yr 24 Hr,1509.7,852.84
UCC A - B,3490.57,25 Yr 24 Hr,2420.7,854.3
UCC A - B,3490.57,50 Yr 24 Hr,3461,855.75
UCC A - B,3490.57,100 Yr 24 Hr,4902.7,857.55
UCC A - B,3490.57,200 Yr 24 Hr,6246.5,859.35
UCC A - B,3490.57,500 Yr 24 Hr,8555.1,860.3
UCC A - B,3332.59,2 Yr 24 Hr,694.7,850.82
UCC A - B,3332.59,5 Yr 24 Hr,1115.4,851.73
UCC A - B,3332.59,10 Yr 24 Hr,1509.7,852.42
UCC A - B,3332.59,25 Yr 24 Hr,2420.7,853.64
UCC A - B,3332.59,50 Yr 24 Hr,3461,854.82
UCC A - B,3332.59,100 Yr 24 Hr,4902.7,856.29
UCC A - B,3332.59,200 Yr 24 Hr,6246.5,857.9
UCC A - B,3332.59,500 Yr 24 Hr,8555.1,860.28
UCC A - B,3230.59,,Bridge,
UCC A - B,3146.71,2 Yr 24 Hr,694.7,846.21
UCC A - B,3146.71,5 Yr 24 Hr,1115.4,846.95
UCC A - B,3146.71,10 Yr 24 Hr,1509.7,847.51
UCC A - B,3146.71,25 Yr 24 Hr,2420.7,848.61
UCC A - B,3146.71,50 Yr 24 Hr,3461,849.66
UCC A - B,3146.71,100 Yr 24 Hr,4902.7,850.88
UCC A - B,3146.71,200 Yr 24 Hr,6246.5,851.87
UCC A - B,3146.71,500 Yr 24 Hr,8555.1,853.34
UCC A - B,3003.06,2 Yr 24 Hr,694.7,843.64
UCC A - B,3003.06,5 Yr 24 Hr,1115.4,844.21
UCC A - B,3003.06,10 Yr 24 Hr,1509.7,844.59
UCC A - B,3003.06,25 Yr 24 Hr,2420.7,845.32
UCC A - B,3003.06,50 Yr 24 Hr,3461,846.11
UCC A - B,3003.06,100 Yr 24 Hr,4902.7,846.67
UCC A - B,3003.06,200 Yr 24 Hr,6246.5,847.12
UCC A - B,3003.06,500 Yr 24 Hr,8555.1,847.74
UCC A - B,2829.22*,2 Yr 24 Hr,694.7,843
UCC A - B,2829.22*,5 Yr 24 Hr,1115.4,843.43
UCC A - B,2829.22*,10 Yr 24 Hr,1509.7,843.79
UCC A - B,2829.22*,25 Yr 24 Hr,2420.7,844.46
UCC A - B,2829.22*,50 Yr 24 Hr,3461,845.06
UCC A - B,2829.22*,100 Yr 24 Hr,4902.7,845.61
UCC A - B,2829.22*,200 Yr 24 Hr,6246.5,846.02
UCC A - B,2829.22*,500 Yr 24 Hr,8555.1,846.56
UCC A - B,2655.37*,2 Yr 24 Hr,694.7,842.14
UCC A - B,2655.37*,5 Yr 24 Hr,1115.4,842.58
UCC A - B,2655.37*,10 Yr 24 Hr,1509.7,842.9
UCC A - B,2655.37*,25 Yr 24 Hr,2420.7,843.49
UCC A - B,2655.37*,50 Yr 24 Hr,3461,844.02
UCC A - B,2655.37*,100 Yr 24 Hr,4902.7,844.53
UCC A - B,2655.37*,200 Yr 24 Hr,6246.5,844.92
UCC A - B,2655.37*,500 Yr 24 Hr,8555.1,845.51
UCC A - B,2481.53,2 Yr 24 Hr,694.7,841.5
UCC A - B,2481.53,5 Yr 24 Hr,1115.4,841.97
UCC A - B,2481.53,10 Yr 24 Hr,1509.7,842.28
UCC A - B,2481.53,25 Yr 24 Hr,2420.7,842.82
UCC A - B,2481.53,50 Yr 24 Hr,3461,843.33
UCC A - B,2481.53,100 Yr 24 Hr,4902.7,843.84
UCC A - B,2481.53,200 Yr 24 Hr,6246.5,844.24
UCC A - B,2481.53,500 Yr 24 Hr,8555.1,844.85
UCC A - B,2305.30*,2 Yr 24 Hr,694.7,840.85
UCC A - B,2305.30*,5 Yr 24 Hr,1115.4,841.36
UCC A - B,2305.30*,10 Yr 24 Hr,1509.7,841.68
UCC A - B,2305.30*,25 Yr 24 Hr,2420.7,842.21
UCC A - B,2305.30*,50 Yr 24 Hr,3461,842.69
UCC A - B,2305.30*,100 Yr 24 Hr,4902.7,843.2
UCC A - B,2305.30*,200 Yr 24 Hr,6246.5,843.6
